,tweet_id,retweets,likes
257,842163532590374912,6333,26027
258,842115215311396866,3297,14895
259,841833993020538882,16847,0
260,841680585030541313,8466,27257
261,841439858740625411,4018,13437
262,841320156043304961,5930,20994
263,841314665196081154,5146,16906
264,841077006473256960,5801,24390
265,840761248237133825,1925,0
266,840728873075638272,17773,0
267,840698636975636481,3,193
268,840696689258311684,1081,13101
269,840632337062862849,1925,9565
270,840370681858686976,4998,17540
271,840268004936019968,6279,20525
272,839990271299457024,2521,14309
273,839549326359670784,8517,29338
274,839290600511926273,155,0
275,839239871831150596,7186,29009
276,838952994649550848,4370,20914
277,838921590096166913,2278,11917
278,838916489579200512,37,0
279,838831947270979586,12179,0
280,838561493054533637,1458,11631
281,838476387338051585,5292,24143
282,838201503651401729,11118,0
283,838150277551247360,358,1792
284,838085839343206401,0,148
285,838083903487373313,3461,18815
286,837820167694528512,8662,36514
287,837482249356513284,486,4107
288,837471256429613056,2543,13681
289,837366284874571778,5821,22584
290,837110210464448512,2637,17111
291,836989968035819520,2524,13612
292,836753516572119041,5074,20553
293,836677758902222849,2445,13482
294,836648853927522308,607,0
295,836397794269200385,30366,0
296,836380477523124226,3239,15734
297,836260088725786625,4714,22708
298,836001077879255040,4740,20439
299,835685285446955009,9024,0
300,835574547218894849,3992,19047
301,835536468978302976,1872,0
302,835309094223372289,23198,0
303,835297930240217089,3295,17526
304,835264098648616962,1872,8310
305,835246439529840640,81,2233
306,835172783151792128,6335,27956
307,835152434251116546,3337,24048
308,834931633769889797,1819,11595
309,834786237630337024,6018,22581
310,834574053763584002,2796,14684
311,834477809192075265,11774,0
312,834458053273591808,1846,10300
313,834209720923721728,5294,22080
314,834167344700198914,4004,16860
315,834089966724603904,2351,10760
316,834086379323871233,2442,13984
317,833863086058651648,2657,14368
318,833826103416520705,3795,16427
319,833732339549220864,241,0
320,833722901757046785,3534,22146
321,833479644947025920,2282,15940
322,833124694597443584,5355,21660
323,832998151111966721,2450,14270
324,832769181346996225,42,0
325,832757312314028032,4005,18037
326,832682457690300417,3252,12735
327,832645525019123713,576,3132
328,832636094638288896,3094,17010
329,832397543355072512,2467,12822
330,832369877331693569,3526,18398
331,832273440279240704,2583,12124
332,832215909146226688,6848,0
333,832215726631055365,10372,0
334,832088576586297345,2,72
335,832040443403784192,10779,0
336,832032802820481025,5167,19188
337,831939777352105988,6805,25774
338,831926988323639298,36,365
339,831911600680497154,7227,29688
340,831670449226514432,2010,11213
341,831650051525054464,2166,7720
342,831552930092285952,2548,9681
343,831322785565769729,1689,9850
344,831315979191906304,1231,6984
345,831309418084069378,2702,12569
346,831262627380748289,2274,12797
347,830956169170665475,1667,8567
348,830583320585068544,18691,71929
349,830173239259324417,6325,0
350,830097400375152640,3346,10565
351,829878982036299777,5569,0
352,829861396166877184,2180,13171
353,829501995190984704,11774,34135
354,829449946868879360,2258,11265
355,829374341691346946,10356,37271
356,829141528400556032,8237,26378
357,829011960981237760,18030,57004
358,828801551087042563,3776,0
359,828770345708580865,6522,27501
360,828708714936930305,12465,39394
361,828650029636317184,1490,10243
362,828409743546925057,1273,6761
363,828408677031882754,1420,8230
364,828381636999917570,2466,13589
365,828376505180889089,1183,7965
366,828372645993398273,3251,13491
367,828361771580813312,190,2363
368,828046555563323392,3175,12671
369,828011680017821696,2381,11151
370,827933404142436356,5802,21695
371,827653905312006145,3339,16645
372,827600520311402496,1051,7994
373,827324948884643840,3402,17131
374,827199976799354881,2495,11412
375,826958653328592898,5569,23293
376,826848821049180160,11428,39383
377,826615380357632002,4386,0
378,826598799820865537,283,5522
379,826598365270007810,2612,10857
380,826476773533745153,4671,19865
381,826240494070030336,2885,14299
382,826204788643753985,1046,5257
383,826115272272650244,3484,16929
384,825876512159186944,2081,11290
385,825829644528148480,2771,13743
386,825535076884762624,19163,56152
387,825147591692263424,5101,19759
388,825120256414846976,1436,0
389,825026590719483904,1436,6868
390,824796380199809024,6118,0
391,824775126675836928,3935,16182
392,824663926340194305,1938,10884
393,824325613288833024,11576,12725
394,824297048279236611,4308,16244
395,824025158776213504,662,5163
396,823939628516474880,3022,11519
397,823719002937630720,12575,0
398,823699002998870016,2697,13585
399,823581115634085888,2954,14090
400,823333489516937216,29,757
401,823322678127919110,4499,17030
402,823269594223824897,11016,0
403,822975315408461824,3842,18730
404,822872901745569793,49066,143275
405,822859134160621569,2549,14283
406,822647212903690241,7156,0
407,822610361945911296,3306,15979
408,822489057087389700,7156,19641
409,822462944365645825,16516,30962
410,822244816520155136,11016,37956
411,822163064745328640,5389,0
412,821886076407029760,2619,12312
413,821813639212650496,3737,0
414,821765923262631936,1856,9137
415,821522889702862852,1970,8684
416,821421320206483457,6252,0
417,821407182352777218,4876,12779
418,821153421864615936,10,276
419,821149554670182400,2254,9471
420,821107785811234820,2383,10410
421,821044531881721856,2561,13696
422,820837357901512704,7490,0
423,820749716845686786,11118,34222
424,820690176645140481,3611,13235
425,820494788566847489,633,0
426,820446719150292993,2889,0
427,820314633777061888,633,3617
428,820078625395449857,7028,21454
429,820013781606658049,1324,0
430,819952236453363712,1324,5779
431,819924195358416896,5420,13959
432,819711362133872643,3508,14593
433,819588359383371776,2205,10373
434,819347104292290561,1344,7841
435,819238181065359361,453,2490
436,819227688460238848,7490,25071
437,819015337530290176,40996,0
438,819015331746349057,21149,0
439,819006400881917954,21149,48926
440,819004803107983360,40996,93629
441,818646164899774465,23358,0
442,818627210458333184,8341,24087
443,818614493328580609,2891,10714
444,818588835076603904,6906,0
445,818536468981415936,2779,11868
446,818307523543449600,9100,0
447,818259473185828864,2555,11961
448,818145370475810820,2908,13355
449,817908911860748288,885,5252
450,817827839487737858,30366,56362
451,817777686764523521,2985,11614
452,817536400337801217,3398,12824
453,817502432452313088,3807,0
454,817423860136083457,16847,37231
455,817415592588222464,1080,6111
456,817181837579653120,9557,0
457,817171292965273600,2255,9480
458,817120970343411712,2933,13195
459,817056546584727552,1851,9306
460,816829038950027264,5305,0
461,816816676327063552,2286,10858
462,816697700272001025,2467,10650
463,816450570814898180,9100,33238
464,816336735214911488,2194,9355
465,816091915477250048,2414,9695
466,816062466425819140,1176,0
467,816014286006976512,5966,0
468,815990720817401858,1176,5437
469,815966073409433600,9557,24461
470,815745968457060357,4635,0
471,815736392542261248,2547,10705
472,815639385530101762,1847,8949
473,815390420867969024,4267,11237
474,814986499976527872,1451,8311
475,814638523311648768,3042,12269
476,814578408554463233,6541,0
477,814530161257443328,2083,9437
478,814153002265309185,9763,31285
479,813944609378369540,3626,0
480,813910438903693312,2114,10107
481,813812741911748608,15744,39542
482,813800681631023104,1979,9085
483,813217897535406080,8194,20342
484,813202720496779264,2023,9981
485,813187593374461952,4909,21613
486,813172488309972993,2163,10169
487,813157409116065792,2488,8428
488,813142292504645637,2649,9156
489,813130366689148928,498,4857
490,813127251579564032,3521,12918
491,813112105746448384,3101,11251
492,813096984823349248,4064,11451
493,813081950185472002,3114,10753
494,813066809284972545,2182,8646
495,813051746834595840,8225,22795
496,812781120811126785,2145,8237
497,812747805718642688,7809,0
498,812709060537683968,1608,7214
499,812503143955202048,1377,6630
500,812466873996607488,2166,8717
501,812372279581671427,4125,14916
502,811985624773361665,1583,7924
503,811744202451197953,1817,8226
504,811647686436880384,833,6080
505,811627233043480576,3526,13963
506,811386762094317568,7201,22785
507,810984652412424192,1609,5816
508,810896069567610880,2011,9850
509,810657578271330305,2969,11945
510,810284430598270976,12881,38707
511,810254108431155201,3776,16004
512,809920764300447744,4386,16879
513,809808892968534016,5526,0
514,809448704142938112,1655,7550
515,809220051211603969,6325,21742
516,809084759137812480,3947,14400
517,808838249661788160,3419,11013
518,808733504066486276,2437,8612
519,808501579447930884,2917,12303
520,808344865868283904,23358,46342
521,808134635716833280,6717,0
522,808106460588765185,2457,9504
523,808001312164028416,3968,13715
524,807621403335917568,4144,15910
525,807106840509214720,61031,122921
526,807059379405148160,8272,0
527,807010152071229440,4290,14209
528,806629075125202948,39403,82085
529,806620845233815552,6213,0
530,806576416489959424,2173,5281
531,806542213899489280,2671,11137
532,806242860592926720,13180,0
533,806219024703037440,1350,6987
534,805958939288408065,6048,0
535,805932879469572096,2137,9008
536,805826884734976000,2061,7179
537,805823200554876929,9088,0
538,805520635690676224,1863,6253
539,805487436403003392,2848,9558
540,805207613751304193,1911,8491
541,804738756058218496,4342,14997
542,804475857670639616,2269,6716
543,804413760345620481,3621,0
544,804026241225523202,18269,48688
545,803773340896923648,3119,10976
546,803692223237865472,8375,0
547,803638050916102144,4673,11998
548,803380650405482500,2092,8458
549,803321560782307329,6020,0
550,803276597545603072,2781,10954
551,802952499103731712,2260,9849
552,802624713319034886,3292,0
553,802600418706604034,1654,7769
554,802572683846291456,2825,9763
555,802323869084381190,6583,17751
556,802265048156610565,1526,6915
557,802239329049477120,2931,9899
558,802185808107208704,303,0
559,801958328846974976,1927,8434
560,801854953262350336,262,1920
561,801538201127157760,2317,8946
562,801285448605831168,936,6623
563,801167903437357056,6717,26792
564,801127390143516673,4487,0
565,801115127852503040,2352,8816
566,800859414831898624,108,755
567,800855607700029440,1837,0
568,800751577355128832,3120,11456
569,800513324630806528,3388,14359
570,800459316964663297,2419,10317
571,800443802682937345,4883,0
572,800388270626521089,3150,12180
573,800188575492947969,4437,0
574,800141422401830912,2889,16715
575,800018252395122689,14871,31043
576,799774291445383169,5297,0
577,799757965289017345,2435,9185
578,799422933579902976,2153,8788
579,799308762079035393,6253,0
580,799297110730567681,3131,10835
581,799063482566066176,2775,8837
582,798933969379225600,5054,14394
583,798925684722855936,1616,8107
584,798705661114773508,7471,0
585,798701998996647937,8823,0
586,798697898615730177,7343,0
587,798694562394996736,5616,0
588,798686750113755136,2618,0
589,798682547630837760,5338,0
590,798673117451325440,6267,0
591,798665375516884993,4385,0
592,798644042770751489,2087,0
593,798628517273620480,2211,0
594,798585098161549313,6444,0
595,798576900688019456,6651,0
596,798340744599797760,3793,0
597,798209839306514432,2872,11330
598,797971864723324932,3546,12742
599,797545162159308800,5466,15863
600,797236660651966464,7474,21859
601,797165961484890113,32,249
602,796904159865868288,10059,0
603,796865951799083009,2139,8384
604,796759840936919040,3449,12975
605,796563435802726400,8260,0
606,796484825502875648,1985,8290
607,796387464403357696,4696,12046
608,796177847564038144,16157,0
609,796149749086875649,16157,35406
610,796125600683540480,2015,5407
611,796116448414461957,2731,9928
612,796080075804475393,2604,9238
613,796031486298386433,4165,11810
614,795464331001561088,26875,54502
615,795400264262053889,3235,11033
616,795076730285391872,6118,17749
617,794983741416415232,3809,0
618,794926597468000259,2613,11238
619,794355576146903043,11615,0
620,794332329137291264,2981,10448
621,794205286408003585,3750,10066
622,793962221541933056,5526,18415
623,793845145112371200,2116,10058
624,793614319594401792,3528,0
625,793601777308463104,1845,8715
626,793500921481273345,2689,11692
627,793286476301799424,10372,26933
628,793271401113350145,2659,9434
629,793256262322548741,9388,21850
630,793241302385262592,3705,11517
631,793226087023144960,3226,10747
632,793210959003287553,3179,9762
633,793195938047070209,6338,16704
634,793180763617361921,2238,7560
635,793165685325201412,3138,10273
636,793150605191548928,1929,6751
637,793135492858580992,2801,7055
638,793120401413079041,4395,13867
639,792913359805018113,4536,15697
640,792883833364439040,4819,12365
641,792773781206999040,1896,8036
642,792394556390137856,4837,14761
643,792050063153438720,2024,7855
644,791821351946420224,23702,0
645,791784077045166082,10910,0
646,791780927877898241,4280,0
647,791774931465953280,25059,49314
648,791672322847637504,3528,12836
649,791406955684368384,4635,14354
650,791312159183634433,2862,9613
651,791026214425268224,4655,0
652,790987426131050500,2412,10829
653,790946055508652032,5305,18157
654,790723298204217344,2616,0
655,790698755171364864,2148,8964
656,790581949425475584,8073,22618
657,790337589677002753,2105,8552
658,790277117346975746,3626,13731
659,790227638568808452,4042,0
660,789986466051088384,2616,10122
661,789960241177853952,4688,0
662,789903600034189313,4668,11372
663,789628658055020548,2005,8236
664,789599242079838210,2180,7416
665,789530877013393408,3809,12855
666,789314372632018944,2599,9415
667,789280767834746880,5585,0
668,789268448748703744,2917,9967
669,789137962068021249,3142,10619
670,788908386943430656,13973,29940
671,788765914992902144,11615,30003
672,788552643979468800,8152,0
673,788412144018661376,5973,17046
674,788178268662984705,2393,7908
675,788150585577050112,1468,6722
676,788070120937619456,3844,0
677,788039637453406209,1493,6711
678,787810552592695296,3435,9486
679,787717603741622272,3131,11165
680,787397959788929025,3191,11838
681,787322443945877504,1969,8526
682,787111942498508800,7547,0
683,786963064373534720,9024,29022
684,786729988674449408,2729,0
685,786709082849828864,6848,19865
686,786664955043049472,2892,11663
687,786595970293370880,3496,10266
688,786363235746385920,3949,11921
689,786286427768250368,3231,8717
690,786233965241827333,5389,16741
691,786051337297522688,174,1571
692,786036967502913536,7959,0
693,785927819176054784,3551,12418
694,785872687017132033,2061,7294
695,785639753186217984,2489,8531
696,785533386513321988,2268,9953
697,785515384317313025,1421,6657
698,785264754247995392,1848,7931
699,785170936622350336,5477,13211
700,784826020293709826,3621,11087
701,784517518371221505,2856,9798
702,784431430411685888,1441,6207
703,784183165795655680,9088,21968
704,784057939640352768,12575,32649
705,783839966405230592,12179,32837
706,783821107061198850,2212,8032
707,783695101801398276,3617,11382
708,783466772167098368,2535,9232
709,783391753726550016,6206,18438
710,783347506784731136,6314,0
711,783334639985389568,13180,31894
712,783085703974514689,2491,8883
713,782969140009107456,8272,26328
714,782747134529531904,1567,8136
715,782722598790725632,6048,18821
716,782598640137187329,2112,8502
717,782305867769217024,6252,18181
718,782021823840026624,7017,0
719,781955203444699136,3782,12093
720,781661882474196992,3044,11390
721,781655249211752448,1255,4365
722,781524693396357120,6213,22621
723,781308096455073793,2860,7779
724,781251288990355457,2364,9205
725,781163403222056960,3059,10643
726,780931614150983680,8260,23595
727,780858289093574656,2238,7834
728,780800785462489090,1457,6009
729,780601303617732608,3737,13180
730,780543529827336192,1951,6867
731,780496263422808064,4177,0
732,780476555013349377,133,0
733,780459368902959104,1192,5759
734,780192070812196864,2515,9493
735,780092040432480260,2580,0
736,780074436359819264,5611,13354
737,779834332596887552,7959,20732
738,779377524342161408,3499,9621
739,779124354206535695,20650,0
740,779123168116150273,4092,12855
741,779056095788752897,5081,16119
742,778990705243029504,8181,21809
743,778774459159379968,11175,0
744,778764940568104960,409,934
745,778748913645780993,1501,7517
746,778650543019483137,1679,6288
747,778624900596654080,1136,5060
748,778408200802557953,4879,14840
749,778396591732486144,13735,0
750,778383385161035776,1230,6363
751,778286810187399168,3710,11293
752,778039087836069888,2961,9219
753,778027034220126208,1819,7142
754,777953400541634568,3952,0
755,777885040357281792,1839,6911
756,777684233540206592,3292,12224
757,777641927919427584,4780,0
758,777621514455814149,2796,9530
759,777189768882946048,4842,15568
760,776819012571455488,15363,0
761,776813020089548800,1357,5306
762,776477788987613185,3143,9644
763,776249906839351296,10274,0
764,776218204058357768,17887,32645
765,776201521193218049,2821,10436
766,776113305656188928,4883,12782
767,776088319444877312,171,1999
768,775898661951791106,17326,0
769,775842724423557120,3005,12737
770,775733305207554048,4487,15053
771,775729183532220416,5126,14045
772,775364825476165632,3345,8085
773,775350846108426240,4389,11041
774,775085132600442880,5297,16905
775,774757898236878852,1975,9277
776,774639387460112384,1949,7302
777,774314403806253056,6253,23648
778,773985732834758656,4346,11670
779,773922284943896577,1931,6942
780,773704687002451968,1832,7155
781,773670353721753600,1450,5783
782,773547596996571136,6906,23955
783,773336787167145985,5712,0
784,773308824254029826,8361,25226
785,773247561583001600,3582,10190
786,773191612633579521,4594,10849
787,772877495989305348,4342,9323
788,772826264096874500,2601,8664
789,772615324260794368,3765,0
790,772581559778025472,1892,7027
791,772193107915964416,1550,6524
792,772152991789019136,1259,4099
793,772117678702071809,817,4068
794,772114945936949249,526,2934
795,772102971039580160,1034,4349
796,771908950375665664,2115,7127
797,771770456517009408,3793,13039
798,771500966810099713,2924,8969
799,771380798096281600,5712,11438
800,771171053431250945,8438,0
801,771136648247640064,3261,9976
802,771102124360998913,1605,6743
803,771014301343748096,1842,7467
804,771004394259247104,246,0
805,770787852854652928,1367,5377
806,770772759874076672,1578,5631
807,770743923962707968,50845,0
808,770655142660169732,1948,7948
809,770414278348247044,2302,6825
810,770293558247038976,1662,6759
811,770093767776997377,3395,0
812,770069151037685760,2570,8214
813,769940425801170949,10779,34135
814,769695466921623552,1860,6938
815,769335591808995329,8569,0
816,769212283578875904,1916,5859
817,768970937022709760,7304,15624
818,768909767477751808,3021,0
819,768855141948723200,1001,4557
820,768609597686943744,1347,4465
821,768596291618299904,1423,5452
822,768554158521745409,6499,0
823,768473857036525572,3823,14748
824,768193404517830656,3952,11832
825,767884188863397888,1569,5157
826,767754930266464257,6020,17381
827,767500508068192258,2602,8106
828,767191397493538821,4259,13310
829,767122157629476866,3175,10958
830,766864461642756096,6315,0
831,766793450729734144,1518,5508
832,766714921925144576,428,2811
833,766693177336135680,882,4372
834,766423258543644672,1772,6528
835,766313316352462849,2102,7344
836,766078092750233600,2886,0
837,766069199026450432,974,4639
838,766008592277377025,554,4048
839,765719909049503744,2397,7826
840,765669560888528897,1359,5620
841,765395769549590528,3772,28537
842,765371061932261376,2397,7677
843,765222098633691136,3765,12599
844,764857477905154048,1966,6947
845,764259802650378240,1693,6559
846,763956972077010945,59,796
847,763837565564780549,4655,13675
848,763183847194451968,1652,5872
849,763167063695355904,3370,0
850,763103485927849985,2530,7963
851,762699858130116608,4042,13194
852,762471784394268675,7258,12240
853,762464539388485633,4688,11207
854,762316489655476224,1255,5222
855,762035686371364864,17373,34626
856,761976711479193600,2244,5853
857,761750502866649088,4392,0
858,761745352076779520,951,4609
859,761672994376806400,32316,53590
860,761599872357261312,1306,4464
861,761371037149827077,19909,0
862,761334018830917632,1609,5649
863,761292947749015552,1226,4833
864,761227390836215808,1717,5761
865,761004547850530816,3844,12193
866,760893934457552897,1077,4134
867,760656994973933572,2137,7145
868,760641137271070720,1435,5361
869,760539183865880579,4029,8205
870,760521673607086080,1553,4572
871,760290219849637889,12750,28968
872,760252756032651264,958,4258
873,760190180481531904,2012,6168
874,760153949710192640,37,0
875,759943073749200896,2319,6423
876,759923798737051648,6315,15885
877,759846353224826880,2204,7268
878,759793422261743616,2119,6456
879,759566828574212096,23518,0
880,759557299618865152,1303,5081
881,759447681597108224,2729,9208
882,759446261539934208,545,1808
883,759197388317847553,2155,6552
884,759159934323924993,1304,0
885,759099523532779520,4654,15729
886,759047813560868866,2239,7051
887,758854675097526272,993,3835
888,758828659922702336,4245,12080
889,758740312047005698,1774,6186
890,758474966123810816,1096,4127
891,758467244762497024,2468,5197
892,758405701903519748,2130,5616
893,758355060040593408,1203,3711
894,758099635764359168,11175,20777
895,758041019896193024,419,2929
896,757741869644341248,3600,7442
897,757729163776290825,9020,0
898,757725642876129280,1353,4904
899,757611664640446465,1238,4920
900,757597904299253760,322,0
901,757596066325864448,1175,4703
902,757400162377592832,7561,16372
903,757393109802180609,1934,6307
904,757354760399941633,1581,4882
905,756998049151549440,2204,6766
906,756939218950160384,2223,7180
907,756651752796094464,1466,5481
908,756526248105566208,4009,11248
909,756303284449767430,1197,4268
910,756288534030475264,19378,45929
911,756275833623502848,1698,6958
912,755955933503782912,3193,7927
913,755206590534418437,5955,17773
914,755110668769038337,12272,22907
915,754874841593970688,8896,0
916,754856583969079297,2790,7421
917,754747087846248448,577,2781
918,754482103782404096,2151,5724
919,754449512966619136,816,4053
920,754120377874386944,2583,8464
921,754011816964026368,3985,9505
922,753655901052166144,2418,6315
923,753420520834629632,3949,8546
924,753398408988139520,2119,6247
925,753375668877008896,2580,8221
926,753298634498793472,6400,0
927,753294487569522689,1154,3676
928,753039830821511168,23198,40075
929,753026973505581056,1077,4200
930,752932432744185856,7547,13631
931,752917284578922496,1738,7423
932,752701944171524096,3190,0
933,752682090207055872,1786,6485
934,752660715232722944,1744,4757
935,752568224206688256,2528,5994
936,752519690950500352,3803,7960
937,752334515931054080,1220,4126
938,752309394570878976,18448,0
939,752173152931807232,2048,6422
940,751950017322246144,1030,3327
941,751937170840121344,1486,5631
942,751830394383790080,2165,6265
943,751793661361422336,3232,6328
944,751598357617971201,3342,8516
945,751583847268179968,1234,4759
946,751538714308972544,1402,5426
947,751456908746354688,1097,3454
