league_name,match_api_id,goals_marked,goals_received,venue,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11
Belgium Jupiler League,493041,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493042,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493043,2,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493044,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493045,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493046,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493047,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493048,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493049,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493050,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493051,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493052,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493053,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493054,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493055,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493056,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493057,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493058,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493059,1,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493060,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493061,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493062,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493063,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493064,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493065,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493066,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493067,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493068,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493070,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493071,0,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493072,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493073,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493074,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493075,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493076,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493077,5,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493078,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493079,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493080,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493081,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493082,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493083,4,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493084,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493085,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493086,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493087,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493088,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493089,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493090,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493091,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493092,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493093,2,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493094,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493095,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493096,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493097,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493098,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493099,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493100,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493101,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493102,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493103,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493104,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493105,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493106,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493107,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493108,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493109,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493110,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493111,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493112,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493113,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,493114,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665318,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665320,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665321,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665322,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665323,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665324,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665325,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665411,4,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665412,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665413,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665414,3,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665417,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665420,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665421,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665425,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665426,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665427,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665429,4,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665430,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665432,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665435,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665438,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665440,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665442,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665443,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665444,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665445,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665446,2,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665535,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665536,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665537,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665539,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665541,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665543,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665545,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665548,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665551,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665553,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665554,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665556,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665559,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665561,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665568,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665570,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665571,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665574,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665575,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665577,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665581,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665585,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665586,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665588,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665590,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665591,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665595,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665596,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665598,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665599,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665601,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665603,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665604,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665606,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665607,2,5,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665614,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665616,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665617,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665619,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665620,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665622,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665623,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665626,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665628,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665630,2,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665632,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665633,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665634,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665635,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665326,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665327,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665328,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665329,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665330,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665332,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665333,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665639,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665641,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665642,5,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665643,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665645,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665647,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665651,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665653,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665654,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665655,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665657,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665659,1,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665661,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665662,0,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665665,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665666,0,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665667,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665668,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665669,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665671,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665672,1,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665674,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665675,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665677,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665679,1,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665680,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665681,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665682,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665686,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665687,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665688,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665689,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665692,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665694,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665695,0,5,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665698,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665699,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665700,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665702,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665704,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665706,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665710,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665712,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665717,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665719,4,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665721,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665723,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665725,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665727,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665728,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665729,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665730,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665731,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665732,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665733,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665735,4,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665737,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665738,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665739,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665740,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665741,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665742,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665743,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665744,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665745,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665746,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665749,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665751,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665753,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665757,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665334,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665335,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665336,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665337,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665338,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665340,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665341,1,5,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665761,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665763,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665767,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665769,0,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665771,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665774,0,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665775,1,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665342,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665343,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665344,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665345,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665346,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665348,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665349,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665352,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665353,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665354,2,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665357,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665358,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665359,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665360,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665361,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665362,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665363,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665364,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665365,0,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665366,5,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665368,2,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665370,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665371,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665374,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665376,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665378,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665379,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665380,1,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665384,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665385,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665386,2,4,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665387,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665389,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665392,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665393,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665396,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665397,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665399,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665402,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665403,4,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665405,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,665409,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838467,1,0,home,1,3,3,3,3,7,7,7,7,7,11
Belgium Jupiler League,838468,1,0,home,1,3,3,3,7,7,7,7,10,10,10
Belgium Jupiler League,838469,2,0,home,1,3,3,3,3,7,7,7,10,10,10
Belgium Jupiler League,838472,0,1,home,1,3,3,3,3,3,7,7,7,10,10
Belgium Jupiler League,838473,4,1,home,1,3,3,3,7,7,7,7,7,10,10
Belgium Jupiler League,838474,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838475,1,1,home,1,3,3,3,3,7,7,7,7,7,11
Belgium Jupiler League,838476,2,1,home,1,3,3,3,7,7,7,7,10,10,10
Belgium Jupiler League,838581,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838582,5,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838583,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838584,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838585,1,0,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838586,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838587,2,2,home,1,3,3,3,3,7,7,7,10,10,10
Belgium Jupiler League,838588,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Belgium Jupiler League,838590,2,0,home,1,3,3,3,3,3,7,7,7,10,10
Belgium Jupiler League,838591,4,2,home,1,3,3,3,7,7,7,7,10,10,10
Belgium Jupiler League,838593,1,1,home,1,3,3,3,7,7,7,7,7,10,10
Belgium Jupiler League,838594,2,3,home,1,3,3,3,3,7,7,7,10,10,10
Belgium Jupiler League,838595,1,2,home,1,3,3,3,3,3,7,7,7,7,11
Belgium Jupiler League,838596,6,0,home,1,3,3,3,3,3,7,7,7,10,10
